Site_ID,Market,Density,FY,Cost_Line_Description,Amount_USD,Traffic_TB_annual
SITE-10217,South MS,Suburban,2025,OEM RAN maint.,12247.44,26.42
SITE-10217,South MS,Suburban,2025,Power & gen fuel,5368.59,26.42
SITE-10217,South MS,Suburban,2025,Small cell attach fees,4098.49,26.42
SITE-10217,South MS,Suburban,2025,NOC / dispatch (allocated),5524.77,26.42
SITE-10217,South MS,Suburban,2025,Spares & logistics,4549.44,26.42
SITE-10218,North MS,Rural,2025,Tower / Collocation,25227.33,89.43
SITE-10218,North MS,Rural,2025,MW transport — 3rd party,17218.51,89.43
SITE-10218,North MS,Rural,2025,Fiber backhaul circuit,11916.95,89.43
SITE-10218,North MS,Rural,2025,Field workforce (contract),19945.38,89.43
SITE-10218,North MS,Rural,2025,OEM RAN maint.,13251.23,89.43
SITE-10218,North MS,Rural,2025,Power & gen fuel,6512.87,89.43
SITE-10218,North MS,Rural,2025,Small cell attach fees,4858.17,89.43
SITE-10218,North MS,Rural,2025,NOC / dispatch (allocated),6894.72,89.43
SITE-10218,North MS,Rural,2025,Spares & logistics,5190.06,89.43
SITE-10219,AL Panhandle,Urban,2025,Tower / Collocation,21156.18,22.2
SITE-10219,AL Panhandle,Urban,2025,MW transport — 3rd party,14090.45,22.2
SITE-10219,AL Panhandle,Urban,2025,Fiber backhaul circuit,10683.38,22.2
SITE-10219,AL Panhandle,Urban,2025,Field workforce (contract),16309.08,22.2
SITE-10219,AL Panhandle,Urban,2025,OEM RAN maint.,10786.07,22.2
SITE-10219,AL Panhandle,Urban,2025,Power & gen fuel,5437.36,22.2
SITE-10219,AL Panhandle,Urban,2025,Small cell attach fees,4523.69,22.2
SITE-10219,AL Panhandle,Urban,2025,NOC / dispatch (allocated),6263.29,22.2
SITE-10219,AL Panhandle,Urban,2025,Spares & logistics,4339.27,22.2
SITE-10220,TN Border,Suburban,2025,Tower / Collocation,19323.71,68.07
SITE-10220,TN Border,Suburban,2025,MW transport — 3rd party,15449.26,68.07
SITE-10220,TN Border,Suburban,2025,Fiber backhaul circuit,10615.43,68.07
SITE-10220,TN Border,Suburban,2025,Field workforce (contract),15989.03,68.07
SITE-10220,TN Border,Suburban,2025,OEM RAN maint.,11199.69,68.07
SITE-10220,TN Border,Suburban,2025,Power & gen fuel,4702.12,68.07
SITE-10220,TN Border,Suburban,2025,Small cell attach fees,4256.62,68.07
SITE-10220,TN Border,Suburban,2025,NOC / dispatch (allocated),5956.84,68.07
SITE-10220,TN Border,Suburban,2025,Spares & logistics,4207.15,68.07
SITE-10221,TN Border,Suburban,2025,Tower / Collocation,21036.3,29.73
SITE-10221,TN Border,Suburban,2025,MW transport — 3rd party,14107.0,29.73
SITE-10221,TN Border,Suburban,2025,Fiber backhaul circuit,11259.38,29.73
SITE-10221,TN Border,Suburban,2025,Field workforce (contract),14499.33,29.73
SITE-10221,TN Border,Suburban,2025,OEM RAN maint.,11094.38,29.73
SITE-10221,TN Border,Suburban,2025,Power & gen fuel,4931.87,29.73
SITE-10221,TN Border,Suburban,2025,Small cell attach fees,4279.45,29.73
SITE-10221,TN Border,Suburban,2025,NOC / dispatch (allocated),5949.31,29.73
SITE-10221,TN Border,Suburban,2025,Spares & logistics,4347.74,29.73
SITE-10222,South MS,Rural,2025,Tower / Collocation,23450.54,95.58
SITE-10222,South MS,Rural,2025,MW transport — 3rd party,16779.31,95.58
SITE-10222,South MS,Rural,2025,Fiber backhaul circuit,12615.94,95.58
SITE-10222,South MS,Rural,2025,Field workforce (contract),19721.05,95.58
SITE-10222,South MS,Rural,2025,OEM RAN maint.,14103.83,95.58
SITE-10222,South MS,Rural,2025,Power & gen fuel,6356.31,95.58
SITE-10222,South MS,Rural,2025,Small cell attach fees,5353.31,95.58
SITE-10222,South MS,Rural,2025,NOC / dispatch (allocated),7229.12,95.58
SITE-10222,South MS,Rural,2025,Spares & logistics,5235.65,95.58
SITE-10223,South MS,Suburban,2025,Tower / Collocation,19603.42,11.59
SITE-10223,South MS,Suburban,2025,MW transport — 3rd party,14751.21,11.59
SITE-10223,South MS,Suburban,2025,Fiber backhaul circuit,11302.31,11.59
SITE-10223,South MS,Suburban,2025,Field workforce (contract),14114.69,11.59
SITE-10223,South MS,Suburban,2025,OEM RAN maint.,11529.25,11.59
SITE-10223,South MS,Suburban,2025,Power & gen fuel,5304.82,11.59
SITE-10223,South MS,Suburban,2025,Small cell attach fees,4472.21,11.59
SITE-10223,South MS,Suburban,2025,NOC / dispatch (allocated),5993.04,11.59
SITE-10223,South MS,Suburban,2025,Spares & logistics,4331.54,11.59
SITE-10224,Rural West,Suburban,2025,Tower / Collocation,22372.15,18.64
SITE-10224,Rural West,Suburban,2025,MW transport — 3rd party,13302.62,18.64
SITE-10224,Rural West,Suburban,2025,Fiber backhaul circuit,11035.31,18.64
SITE-10224,Rural West,Suburban,2025,Field workforce (contract),14263.86,18.64
SITE-10224,Rural West,Suburban,2025,OEM RAN maint.,10865.83,18.64
SITE-10224,Rural West,Suburban,2025,Power & gen fuel,4695.18,18.64
SITE-10224,Rural West,Suburban,2025,Small cell attach fees,4212.77,18.64
SITE-10224,Rural West,Suburban,2025,NOC / dispatch (allocated),5792.31,18.64
SITE-10224,Rural West,Suburban,2025,Spares & logistics,4022.88,18.64
SITE-10225,Rural West,Suburban,2025,Tower / Collocation,21840.94,43.01
SITE-10225,Rural West,Suburban,2025,MW transport — 3rd party,15299.65,43.01
SITE-10225,Rural West,Suburban,2025,Fiber backhaul circuit,10727.63,43.01
SITE-10225,Rural West,Suburban,2025,Field workforce (contract),14380.56,43.01
SITE-10225,Rural West,Suburban,2025,OEM RAN maint.,11050.01,43.01
SITE-10225,Rural West,Suburban,2025,Power & gen fuel,5437.27,43.01
SITE-10225,Rural West,Suburban,2025,Small cell attach fees,3970.34,43.01
SITE-10225,Rural West,Suburban,2025,NOC / dispatch (allocated),5861.33,43.01
SITE-10225,Rural West,Suburban,2025,Spares & logistics,4550.9,43.01
SITE-10226,AL Panhandle,Rural,2025,Tower / Collocation,25203.56,92.49
SITE-10226,AL Panhandle,Rural,2025,MW transport — 3rd party,18149.79,92.49
SITE-10226,AL Panhandle,Rural,2025,Fiber backhaul circuit,11738.55,92.49
SITE-10226,AL Panhandle,Rural,2025,Field workforce (contract),20107.09,92.49
SITE-10226,AL Panhandle,Rural,2025,OEM RAN maint.,14096.14,92.49
SITE-10226,AL Panhandle,Rural,2025,Power & gen fuel,5915.55,92.49
SITE-10226,AL Panhandle,Rural,2025,Small cell attach fees,5286.83,92.49
SITE-10226,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7038.37,92.49
SITE-10226,AL Panhandle,Rural,2025,Spares & logistics,5468.6,92.49
SITE-10227,AL Panhandle,Rural,2025,Tower / Collocation,26487.34,71.23
SITE-10227,AL Panhandle,Rural,2025,MW transport — 3rd party,16803.73,71.23
SITE-10227,AL Panhandle,Rural,2025,Fiber backhaul circuit,12677.95,71.23
SITE-10227,AL Panhandle,Rural,2025,Field workforce (contract),20289.0,71.23
SITE-10227,AL Panhandle,Rural,2025,OEM RAN maint.,14642.53,71.23
SITE-10227,AL Panhandle,Rural,2025,Power & gen fuel,6499.45,71.23
SITE-10227,AL Panhandle,Rural,2025,Small cell attach fees,5481.37,71.23
SITE-10227,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7645.46,71.23
SITE-10227,AL Panhandle,Rural,2025,Spares & logistics,5528.71,71.23
SITE-10228,AL Panhandle,Urban,2025,Tower / Collocation,20684.28,57.7
SITE-10228,AL Panhandle,Urban,2025,MW transport — 3rd party,14533.29,57.7
SITE-10228,AL Panhandle,Urban,2025,Fiber backhaul circuit,10208.28,57.7
SITE-10228,AL Panhandle,Urban,2025,Field workforce (contract),14782.38,57.7
SITE-10228,AL Panhandle,Urban,2025,OEM RAN maint.,10951.16,57.7
SITE-10228,AL Panhandle,Urban,2025,Power & gen fuel,4759.26,57.7
SITE-10228,AL Panhandle,Urban,2025,Small cell attach fees,4247.66,57.7
SITE-10228,AL Panhandle,Urban,2025,NOC / dispatch (allocated),6319.15,57.7
SITE-10228,AL Panhandle,Urban,2025,Spares & logistics,4338.5,57.7
SITE-10229,Rural West,Suburban,2025,Tower / Collocation,20824.71,45.29
SITE-10229,Rural West,Suburban,2025,MW transport — 3rd party,13724.68,45.29
SITE-10229,Rural West,Suburban,2025,Fiber backhaul circuit,11013.09,45.29
SITE-10229,Rural West,Suburban,2025,Field workforce (contract),14561.64,45.29
SITE-10229,Rural West,Suburban,2025,OEM RAN maint.,11819.95,45.29
SITE-10229,Rural West,Suburban,2025,Power & gen fuel,5312.15,45.29
SITE-10229,Rural West,Suburban,2025,Small cell attach fees,4300.91,45.29
SITE-10229,Rural West,Suburban,2025,NOC / dispatch (allocated),6295.51,45.29
SITE-10229,Rural West,Suburban,2025,Spares & logistics,4107.91,45.29
SITE-10230,South MS,Rural,2025,Tower / Collocation,26047.5,108.49
SITE-10230,South MS,Rural,2025,MW transport — 3rd party,18409.0,108.49
SITE-10230,South MS,Rural,2025,Fiber backhaul circuit,13690.76,108.49
SITE-10230,South MS,Rural,2025,Field workforce (contract),21048.65,108.49
SITE-10230,South MS,Rural,2025,OEM RAN maint.,14538.5,108.49
SITE-10230,South MS,Rural,2025,Power & gen fuel,6421.84,108.49
SITE-10230,South MS,Rural,2025,Small cell attach fees,5111.17,108.49
SITE-10230,South MS,Rural,2025,NOC / dispatch (allocated),7702.53,108.49
SITE-10230,South MS,Rural,2025,Spares & logistics,5063.01,108.49
SITE-10231,TN Border,Suburban,2025,Tower / Collocation,20025.06,17.22
SITE-10231,TN Border,Suburban,2025,MW transport — 3rd party,15178.89,17.22
SITE-10231,TN Border,Suburban,2025,Fiber backhaul circuit,10298.67,17.22
SITE-10231,TN Border,Suburban,2025,Field workforce (contract),15040.72,17.22
SITE-10231,TN Border,Suburban,2025,OEM RAN maint.,10959.69,17.22
SITE-10231,TN Border,Suburban,2025,Power & gen fuel,5093.15,17.22
SITE-10231,TN Border,Suburban,2025,Small cell attach fees,4457.96,17.22
SITE-10231,TN Border,Suburban,2025,NOC / dispatch (allocated),6326.2,17.22
SITE-10231,TN Border,Suburban,2025,Spares & logistics,3957.68,17.22
SITE-10232,South MS,Suburban,2025,Tower / Collocation,20767.32,61.44
SITE-10232,South MS,Suburban,2025,MW transport — 3rd party,14160.81,61.44
SITE-10232,South MS,Suburban,2025,Fiber backhaul circuit,10424.89,61.44
SITE-10232,South MS,Suburban,2025,Field workforce (contract),15500.73,61.44
SITE-10232,South MS,Suburban,2025,OEM RAN maint.,11425.8,61.44
SITE-10232,South MS,Suburban,2025,Power & gen fuel,5077.27,61.44
SITE-10232,South MS,Suburban,2025,Small cell attach fees,4466.13,61.44
SITE-10232,South MS,Suburban,2025,NOC / dispatch (allocated),6183.86,61.44
SITE-10232,South MS,Suburban,2025,Spares & logistics,4142.14,61.44
SITE-10233,AL Panhandle,Rural,2025,Tower / Collocation,23972.15,115.17
SITE-10233,AL Panhandle,Rural,2025,MW transport — 3rd party,17673.18,115.17
SITE-10233,AL Panhandle,Rural,2025,Fiber backhaul circuit,12253.71,115.17
SITE-10233,AL Panhandle,Rural,2025,Field workforce (contract),22136.9,115.17
SITE-10233,AL Panhandle,Rural,2025,OEM RAN maint.,13264.63,115.17
SITE-10233,AL Panhandle,Rural,2025,Power & gen fuel,6349.48,115.17
SITE-10233,AL Panhandle,Rural,2025,Small cell attach fees,4948.22,115.17
SITE-10233,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7222.86,115.17
SITE-10233,AL Panhandle,Rural,2025,Spares & logistics,5519.68,115.17
SITE-10234,North MS,Suburban,2025,Tower / Collocation,22200.14,93.86
SITE-10234,North MS,Suburban,2025,MW transport — 3rd party,13624.7,93.86
SITE-10234,North MS,Suburban,2025,Fiber backhaul circuit,11007.59,93.86
SITE-10234,North MS,Suburban,2025,Field workforce (contract),14154.7,93.86
SITE-10234,North MS,Suburban,2025,OEM RAN maint.,11228.97,93.86
SITE-10234,North MS,Suburban,2025,Power & gen fuel,5402.52,93.86
SITE-10234,North MS,Suburban,2025,Small cell attach fees,4378.35,93.86
SITE-10234,North MS,Suburban,2025,NOC / dispatch (allocated),5981.17,93.86
SITE-10234,North MS,Suburban,2025,Spares & logistics,4173.75,93.86
SITE-10235,Rural West,Rural,2025,Tower / Collocation,25250.9,97.62
SITE-10235,Rural West,Rural,2025,MW transport — 3rd party,18537.77,97.62
SITE-10235,Rural West,Rural,2025,Fiber backhaul circuit,12141.3,97.62
SITE-10235,Rural West,Rural,2025,Field workforce (contract),20196.59,97.62
SITE-10235,Rural West,Rural,2025,OEM RAN maint.,14159.5,97.62
SITE-10235,Rural West,Rural,2025,Power & gen fuel,6646.71,97.62
SITE-10235,Rural West,Rural,2025,Small cell attach fees,4941.74,97.62
SITE-10235,Rural West,Rural,2025,NOC / dispatch (allocated),6921.22,97.62
SITE-10235,Rural West,Rural,2025,Spares & logistics,4852.95,97.62
SITE-10236,Rural West,Rural,2025,Tower / Collocation,27372.47,72.49
SITE-10236,Rural West,Rural,2025,MW transport — 3rd party,16080.92,72.49
SITE-10236,Rural West,Rural,2025,Fiber backhaul circuit,12804.29,72.49
SITE-10236,Rural West,Rural,2025,Field workforce (contract),21362.92,72.49
SITE-10236,Rural West,Rural,2025,OEM RAN maint.,14524.17,72.49
SITE-10236,Rural West,Rural,2025,Power & gen fuel,6036.9,72.49
SITE-10236,Rural West,Rural,2025,Small cell attach fees,5076.12,72.49
SITE-10236,Rural West,Rural,2025,NOC / dispatch (allocated),6826.93,72.49
SITE-10236,Rural West,Rural,2025,Spares & logistics,5348.43,72.49
SITE-10237,South MS,Rural,2025,Tower / Collocation,24946.56,27.85
SITE-10237,South MS,Rural,2025,MW transport — 3rd party,18538.95,27.85
SITE-10237,South MS,Rural,2025,Fiber backhaul circuit,11679.93,27.85
SITE-10237,South MS,Rural,2025,Field workforce (contract),20634.49,27.85
SITE-10237,South MS,Rural,2025,OEM RAN maint.,13965.11,27.85
SITE-10237,South MS,Rural,2025,Power & gen fuel,6015.95,27.85
SITE-10237,South MS,Rural,2025,Small cell attach fees,4962.17,27.85
SITE-10237,South MS,Rural,2025,NOC / dispatch (allocated),7163.9,27.85
SITE-10237,South MS,Rural,2025,Spares & logistics,4887.58,27.85
SITE-10238,South MS,Suburban,2025,Tower / Collocation,19580.49,58.05
SITE-10238,South MS,Suburban,2025,MW transport — 3rd party,15187.44,58.05
SITE-10238,South MS,Suburban,2025,Fiber backhaul circuit,9927.42,58.05
SITE-10238,South MS,Suburban,2025,Field workforce (contract),15948.26,58.05
SITE-10238,South MS,Suburban,2025,OEM RAN maint.,11169.14,58.05
SITE-10238,South MS,Suburban,2025,Power & gen fuel,5330.73,58.05
SITE-10238,South MS,Suburban,2025,Small cell attach fees,4050.27,58.05
SITE-10238,South MS,Suburban,2025,NOC / dispatch (allocated),5651.7,58.05
SITE-10238,South MS,Suburban,2025,Spares & logistics,4247.98,58.05
SITE-10239,TN Border,Urban,2025,Tower / Collocation,21694.67,27.6
SITE-10239,TN Border,Urban,2025,MW transport — 3rd party,15171.26,27.6
SITE-10239,TN Border,Urban,2025,Fiber backhaul circuit,9769.6,27.6
SITE-10239,TN Border,Urban,2025,Field workforce (contract),16235.33,27.6
SITE-10239,TN Border,Urban,2025,OEM RAN maint.,11967.81,27.6
SITE-10239,TN Border,Urban,2025,Power & gen fuel,5401.66,27.6
SITE-10239,TN Border,Urban,2025,Small cell attach fees,4384.93,27.6
SITE-10239,TN Border,Urban,2025,NOC / dispatch (allocated),6115.79,27.6
SITE-10239,TN Border,Urban,2025,Spares & logistics,4267.06,27.6
SITE-10240,TN Border,Suburban,2025,Tower / Collocation,20326.62,16.75
SITE-10240,TN Border,Suburban,2025,MW transport — 3rd party,13409.57,16.75
SITE-10240,TN Border,Suburban,2025,Fiber backhaul circuit,11217.28,16.75
SITE-10240,TN Border,Suburban,2025,Field workforce (contract),15166.01,16.75
SITE-10240,TN Border,Suburban,2025,OEM RAN maint.,11744.5,16.75
SITE-10240,TN Border,Suburban,2025,Power & gen fuel,5378.35,16.75
SITE-10240,TN Border,Suburban,2025,Small cell attach fees,4583.88,16.75
SITE-10240,TN Border,Suburban,2025,NOC / dispatch (allocated),5628.02,16.75
SITE-10240,TN Border,Suburban,2025,Spares & logistics,4453.67,16.75
SITE-10241,Rural West,Rural,2025,Tower / Collocation,26410.98,17.15
SITE-10241,Rural West,Rural,2025,MW transport — 3rd party,17037.0,17.15
SITE-10241,Rural West,Rural,2025,Fiber backhaul circuit,12991.3,17.15
SITE-10241,Rural West,Rural,2025,Field workforce (contract),21368.92,17.15
SITE-10241,Rural West,Rural,2025,OEM RAN maint.,13311.05,17.15
SITE-10241,Rural West,Rural,2025,Power & gen fuel,5819.31,17.15
SITE-10241,Rural West,Rural,2025,Small cell attach fees,4834.36,17.15
SITE-10241,Rural West,Rural,2025,NOC / dispatch (allocated),6752.39,17.15
SITE-10241,Rural West,Rural,2025,Spares & logistics,5263.54,17.15
SITE-10242,South MS,Suburban,2025,Tower / Collocation,21570.14,68.19
SITE-10242,South MS,Suburban,2025,MW transport — 3rd party,14484.45,68.19
SITE-10242,South MS,Suburban,2025,Fiber backhaul circuit,11200.78,68.19
SITE-10242,South MS,Suburban,2025,Field workforce (contract),15019.49,68.19
SITE-10242,South MS,Suburban,2025,OEM RAN maint.,12037.9,68.19
SITE-10242,South MS,Suburban,2025,Power & gen fuel,4753.31,68.19
SITE-10242,South MS,Suburban,2025,Small cell attach fees,4413.09,68.19
SITE-10242,South MS,Suburban,2025,NOC / dispatch (allocated),6415.0,68.19
SITE-10242,South MS,Suburban,2025,Spares & logistics,4485.69,68.19
SITE-10243,South MS,Suburban,2025,Tower / Collocation,20452.37,62.53
SITE-10243,South MS,Suburban,2025,MW transport — 3rd party,14807.61,62.53
SITE-10243,South MS,Suburban,2025,Fiber backhaul circuit,10925.05,62.53
SITE-10243,South MS,Suburban,2025,Field workforce (contract),16519.66,62.53
SITE-10243,South MS,Suburban,2025,OEM RAN maint.,11410.22,62.53
SITE-10243,South MS,Suburban,2025,Power & gen fuel,4742.02,62.53
SITE-10243,South MS,Suburban,2025,Small cell attach fees,4315.18,62.53
SITE-10243,South MS,Suburban,2025,NOC / dispatch (allocated),5587.31,62.53
SITE-10243,South MS,Suburban,2025,Spares & logistics,4076.44,62.53
SITE-10244,AL Panhandle,Suburban,2025,Tower / Collocation,19823.92,23.99
SITE-10244,AL Panhandle,Suburban,2025,MW transport — 3rd party,13346.26,23.99
SITE-10244,AL Panhandle,Suburban,2025,Fiber backhaul circuit,11097.37,23.99
SITE-10244,AL Panhandle,Suburban,2025,Field workforce (contract),15773.7,23.99
SITE-10244,AL Panhandle,Suburban,2025,OEM RAN maint.,10583.1,23.99
SITE-10244,AL Panhandle,Suburban,2025,Power & gen fuel,4715.09,23.99
SITE-10244,AL Panhandle,Suburban,2025,Small cell attach fees,4289.9,23.99
SITE-10244,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5742.97,23.99
SITE-10244,AL Panhandle,Suburban,2025,Spares & logistics,4315.77,23.99
SITE-10245,TN Border,Suburban,2025,Tower / Collocation,20232.94,88.33
SITE-10245,TN Border,Suburban,2025,MW transport — 3rd party,14806.83,88.33
SITE-10245,TN Border,Suburban,2025,Fiber backhaul circuit,9724.81,88.33
SITE-10245,TN Border,Suburban,2025,Field workforce (contract),16415.95,88.33
SITE-10245,TN Border,Suburban,2025,OEM RAN maint.,12302.75,88.33
SITE-10245,TN Border,Suburban,2025,Power & gen fuel,5295.08,88.33
SITE-10245,TN Border,Suburban,2025,Small cell attach fees,4226.34,88.33
SITE-10245,TN Border,Suburban,2025,NOC / dispatch (allocated),5683.43,88.33
SITE-10245,TN Border,Suburban,2025,Spares & logistics,4462.51,88.33
SITE-10246,North MS,Rural,2025,Tower / Collocation,25228.14,66.16
SITE-10246,North MS,Rural,2025,MW transport — 3rd party,18353.38,66.16
SITE-10246,North MS,Rural,2025,Fiber backhaul circuit,13062.87,66.16
SITE-10246,North MS,Rural,2025,Field workforce (contract),21809.4,66.16
SITE-10246,North MS,Rural,2025,OEM RAN maint.,14175.05,66.16
SITE-10246,North MS,Rural,2025,Power & gen fuel,5953.04,66.16
SITE-10246,North MS,Rural,2025,Small cell attach fees,5044.29,66.16
SITE-10246,North MS,Rural,2025,NOC / dispatch (allocated),6685.88,66.16
SITE-10246,North MS,Rural,2025,Spares & logistics,5386.44,66.16
SITE-10247,South MS,Suburban,2025,Tower / Collocation,20090.68,46.13
SITE-10247,South MS,Suburban,2025,MW transport — 3rd party,13725.03,46.13
SITE-10247,South MS,Suburban,2025,Fiber backhaul circuit,10619.15,46.13
SITE-10247,South MS,Suburban,2025,Field workforce (contract),14645.29,46.13
SITE-10247,South MS,Suburban,2025,OEM RAN maint.,10627.44,46.13
SITE-10247,South MS,Suburban,2025,Power & gen fuel,5318.29,46.13
SITE-10247,South MS,Suburban,2025,Small cell attach fees,4166.0,46.13
SITE-10247,South MS,Suburban,2025,NOC / dispatch (allocated),5835.98,46.13
SITE-10247,South MS,Suburban,2025,Spares & logistics,4203.3,46.13
SITE-10248,AL Panhandle,Rural,2025,Tower / Collocation,27164.05,103.53
SITE-10248,AL Panhandle,Rural,2025,MW transport — 3rd party,17891.38,103.53
SITE-10248,AL Panhandle,Rural,2025,Fiber backhaul circuit,12550.89,103.53
SITE-10248,AL Panhandle,Rural,2025,Field workforce (contract),22166.3,103.53
SITE-10248,AL Panhandle,Rural,2025,OEM RAN maint.,13749.95,103.53
SITE-10248,AL Panhandle,Rural,2025,Power & gen fuel,6095.39,103.53
SITE-10248,AL Panhandle,Rural,2025,Small cell attach fees,5170.83,103.53
SITE-10248,AL Panhandle,Rural,2025,NOC / dispatch (allocated),6999.72,103.53
SITE-10248,AL Panhandle,Rural,2025,Spares & logistics,4823.9,103.53
SITE-10249,South MS,Suburban,2025,Tower / Collocation,20643.89,18.78
SITE-10249,South MS,Suburban,2025,MW transport — 3rd party,14525.36,18.78
SITE-10249,South MS,Suburban,2025,Fiber backhaul circuit,11193.67,18.78
SITE-10249,South MS,Suburban,2025,Field workforce (contract),14164.67,18.78
SITE-10249,South MS,Suburban,2025,OEM RAN maint.,11646.01,18.78
SITE-10249,South MS,Suburban,2025,Power & gen fuel,5065.51,18.78
SITE-10249,South MS,Suburban,2025,Small cell attach fees,3923.78,18.78
SITE-10249,South MS,Suburban,2025,NOC / dispatch (allocated),5711.57,18.78
SITE-10249,South MS,Suburban,2025,Spares & logistics,3990.57,18.78
SITE-10250,North MS,Urban,2025,Tower / Collocation,21041.31,42.91
SITE-10250,North MS,Urban,2025,MW transport — 3rd party,13244.98,42.91
SITE-10250,North MS,Urban,2025,Fiber backhaul circuit,9905.46,42.91
SITE-10250,North MS,Urban,2025,Field workforce (contract),14305.05,42.91
SITE-10250,North MS,Urban,2025,OEM RAN maint.,11514.8,42.91
SITE-10250,North MS,Urban,2025,Power & gen fuel,4960.53,42.91
SITE-10250,North MS,Urban,2025,Small cell attach fees,4282.91,42.91
SITE-10250,North MS,Urban,2025,NOC / dispatch (allocated),5685.18,42.91
SITE-10250,North MS,Urban,2025,Spares & logistics,3926.48,42.91
SITE-10251,South MS,Rural,2025,Tower / Collocation,23864.0,24.39
SITE-10251,South MS,Rural,2025,MW transport — 3rd party,16456.02,24.39
SITE-10251,South MS,Rural,2025,Fiber backhaul circuit,13666.75,24.39
SITE-10251,South MS,Rural,2025,Field workforce (contract),21722.38,24.39
SITE-10251,South MS,Rural,2025,OEM RAN maint.,14087.48,24.39
SITE-10251,South MS,Rural,2025,Power & gen fuel,6661.25,24.39
SITE-10251,South MS,Rural,2025,Small cell attach fees,4810.87,24.39
SITE-10251,South MS,Rural,2025,NOC / dispatch (allocated),7757.38,24.39
SITE-10251,South MS,Rural,2025,Spares & logistics,4906.11,24.39
SITE-10252,AL Panhandle,Suburban,2025,Tower / Collocation,22389.11,41.4
SITE-10252,AL Panhandle,Suburban,2025,MW transport — 3rd party,13586.38,41.4
SITE-10252,AL Panhandle,Suburban,2025,Fiber backhaul circuit,11304.85,41.4
SITE-10252,AL Panhandle,Suburban,2025,Field workforce (contract),15004.1,41.4
SITE-10252,AL Panhandle,Suburban,2025,OEM RAN maint.,11695.94,41.4
SITE-10252,AL Panhandle,Suburban,2025,Power & gen fuel,5481.81,41.4
SITE-10252,AL Panhandle,Suburban,2025,Small cell attach fees,3949.17,41.4
SITE-10252,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6352.57,41.4
SITE-10252,AL Panhandle,Suburban,2025,Spares & logistics,4296.11,41.4
SITE-10253,AL Panhandle,Rural,2025,Tower / Collocation,25514.78,29.37
SITE-10253,AL Panhandle,Rural,2025,MW transport — 3rd party,17926.67,29.37
SITE-10253,AL Panhandle,Rural,2025,Fiber backhaul circuit,12600.77,29.37
SITE-10253,AL Panhandle,Rural,2025,Field workforce (contract),20144.03,29.37
SITE-10253,AL Panhandle,Rural,2025,OEM RAN maint.,13276.45,29.37
SITE-10253,AL Panhandle,Rural,2025,Power & gen fuel,6530.42,29.37
SITE-10253,AL Panhandle,Rural,2025,Small cell attach fees,4766.4,29.37
SITE-10253,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7450.94,29.37
SITE-10253,AL Panhandle,Rural,2025,Spares & logistics,5561.5,29.37
SITE-10254,Rural West,Urban,2025,Tower / Collocation,19469.51,66.65
SITE-10254,Rural West,Urban,2025,MW transport — 3rd party,14601.03,66.65
SITE-10254,Rural West,Urban,2025,Fiber backhaul circuit,10780.3,66.65
SITE-10254,Rural West,Urban,2025,Field workforce (contract),15515.78,66.65
SITE-10254,Rural West,Urban,2025,OEM RAN maint.,11177.58,66.65
SITE-10254,Rural West,Urban,2025,Power & gen fuel,5260.98,66.65
SITE-10254,Rural West,Urban,2025,Small cell attach fees,4314.12,66.65
SITE-10254,Rural West,Urban,2025,NOC / dispatch (allocated),5671.67,66.65
SITE-10254,Rural West,Urban,2025,Spares & logistics,4292.93,66.65
SITE-10255,North MS,Rural,2025,Tower / Collocation,25264.65,92.42
SITE-10255,North MS,Rural,2025,MW transport — 3rd party,16944.51,92.42
SITE-10255,North MS,Rural,2025,Fiber backhaul circuit,11848.81,92.42
SITE-10255,North MS,Rural,2025,Field workforce (contract),20449.83,92.42
SITE-10255,North MS,Rural,2025,OEM RAN maint.,12760.52,92.42
SITE-10255,North MS,Rural,2025,Power & gen fuel,6661.18,92.42
SITE-10255,North MS,Rural,2025,Small cell attach fees,4921.33,92.42
SITE-10255,North MS,Rural,2025,NOC / dispatch (allocated),7573.24,92.42
SITE-10255,North MS,Rural,2025,Spares & logistics,4876.96,92.42
SITE-10256,TN Border,Suburban,2025,Tower / Collocation,21943.79,36.22
SITE-10256,TN Border,Suburban,2025,MW transport — 3rd party,15448.34,36.22
SITE-10256,TN Border,Suburban,2025,Fiber backhaul circuit,11100.81,36.22
SITE-10256,TN Border,Suburban,2025,Field workforce (contract),14451.96,36.22
SITE-10256,TN Border,Suburban,2025,OEM RAN maint.,11929.74,36.22
SITE-10256,TN Border,Suburban,2025,Power & gen fuel,4812.72,36.22
SITE-10256,TN Border,Suburban,2025,Small cell attach fees,4531.1,36.22
SITE-10256,TN Border,Suburban,2025,NOC / dispatch (allocated),5967.02,36.22
SITE-10256,TN Border,Suburban,2025,Spares & logistics,4138.74,36.22
SITE-10257,AL Panhandle,Urban,2025,Tower / Collocation,20099.36,9.03
SITE-10257,AL Panhandle,Urban,2025,MW transport — 3rd party,15347.76,9.03
SITE-10257,AL Panhandle,Urban,2025,Fiber backhaul circuit,10970.07,9.03
